,Edge,Metro,Core
0,58.469333808550864,58.40877391320247,137.29829564659343
1,65.6059587632131,47.55185198932602,167.7605126838944
2,66.37270068422642,45.28040922229384,156.99448992766722
3,28.295067939366938,54.68633038576658,100.11858777051121
4,34.80154038285791,50.99967707867194,136.38584572512886
5,31.473844845819396,51.5289994470792,188.58970893856423
6,35.88732781499109,52.06862073906153,164.92212590639096
7,70.42158976110015,63.734126790705595,140.50156177706126
8,143.69135261268764,43.70704651763636,140.0760906522524
9,81.36997302087111,55.22949753787174,166.4606118041267
10,47.24754900379463,48.711343149898504,144.98306104677377
11,26.22440641261199,49.0053348152362,151.96602568094508
12,92.9118421338918,57.74810077735184,149.12335049144136
13,43.05723967805993,49.8970877581468,125.88757236858247
14,66.66938717197591,47.80134510195287,146.76773363045558
15,75.9961443359524,49.969522880022275,102.1325018059346
16,40.27930140358994,59.518171552270644,133.25336966228275
17,113.77556684972903,57.59507226625519,142.2407274330956
18,66.75146174345608,53.38494112830324,161.80545654761187
19,63.3294491436712,64.2446456520537,132.71058590592327
20,38.60945646687627,58.770444594511986,142.01750490659634
21,30.745341271189602,50.10215248729635,119.75928487943584
22,48.32268145198851,62.655262132502585,138.65155162750708
23,40.629904082876735,62.07805284496493,149.27140809472843
24,120.6500330477949,51.824089642939825,149.67016512602697
25,29.94986394422125,57.7810149930563,153.39913490614634
26,52.48385942313632,57.5385724602377,142.99993463722342
27,56.024924815480595,63.08861579287146,184.49884397936435
28,26.048000206072768,51.027098859758354,113.26154155537054
29,54.74480116783875,54.22560969929318,142.3776339704334
30,115.53224474458726,60.013203719286565,176.64744055242025
31,26.24204724076723,55.62708605814781,139.95900242918938
32,68.1014311983974,44.20508102758469,192.52963427345858
33,68.41314029797519,46.58655584256643,177.10930271355983
34,138.18906011168508,63.62274555123201,135.69927833718836
35,45.19498302290482,59.308568942099015,144.12903142390542
36,33.97905769132303,52.75785610355404,145.89561880924376
37,31.967715250088613,64.14515419900313,139.6357312964657
38,41.66756722087164,63.116721710427,158.05734007943266
39,65.31211965894873,49.532587269130524,160.88558533800034
40,56.18960362923546,58.00795749978255,175.58606674816772
41,55.00933585626168,58.98922229601558,134.53384476273888
42,37.938546594313806,51.311710072795655,105.90118739084951
43,87.4236626264355,57.82279047663154,162.8887390893871
44,54.63797601607512,66.49258792673143,184.18200428076779
45,47.432037558391904,56.1874648018617,125.66172253063185
46,35.987610941763265,57.424805013113996,175.074809991715
47,69.19824166810777,59.45175642966451,122.31339118780491
48,83.28665639837187,58.41714532131318,171.7031113512283
49,67.88169804649141,50.089899898205545,156.87000354515385
50,68.16347616541927,63.79093684701438,170.089276807866
51,42.951362867448665,52.21779015362041,138.36067284044097
52,40.78620707250806,62.299670738371695,163.8664434130916
53,33.87453351471388,60.73338421183336,125.37417781150803
54,20.46865938757844,60.969844106033555,189.9308186224482
55,33.801800493193184,64.70439403713868,154.70373818091815
56,40.621475584883996,58.59070870867209,109.49210997372408
57,96.7744246504434,56.66030779684893,120.58806442534834
58,104.43957745333945,51.23895077723791,155.61607926801528
59,38.0915921533374,53.36852751760362,168.81139074710552
60,44.34389383359428,57.120647540811404,144.7981194103547
61,66.12143759100034,49.185724575831394,154.8345424548209
62,39.405989550117475,53.44059881323989,131.55655605501067
63,40.52339204007187,55.993181555544794,169.63893466789622
64,22.623971544988002,59.977423116688726,176.41879138575635
65,59.478172250581835,56.53533229922524,157.68076234116353
66,69.65740484204895,65.45735776269194,175.82654558695134
67,56.805643916206854,54.76802758810613,180.74360839947028
68,49.74897823189767,53.10769904435633,129.55596322722656
69,92.57748574065737,50.22427690408417,136.5584786052421
70,106.07313224061106,60.683867546582405,110.71072024973735
71,65.40706610531826,55.767150415892104,137.0144613672338
72,121.61677084672314,51.637801880753024,107.38361126622685
73,46.06229357945787,50.234764463816916,137.382364893991
74,54.82388797118999,55.78732482259756,198.62001017245856
75,70.31424585590342,62.32403383486421,146.73607979173434
76,36.92413302507784,49.99983652686569,163.67389880220927
77,75.64772659541251,47.70376828063947,173.151042781491
78,26.270507595617904,60.56379686642494,184.05723189421747
79,39.94383421214432,52.60163590842341,169.814759848067
80,69.81359714399625,62.52156754813974,184.74732753106085
81,28.13268231548924,66.51706809707079,169.7066433140857
82,82.40516390651297,56.342958361805344,146.80293937235635
83,102.05130230321102,64.87205409098988,164.23272901890175
84,44.5868699991747,54.21777599489554,178.98439038699277
85,109.10587693594921,50.0266679278672,159.27856966785166
86,42.669049645141754,45.85529856173533,169.50585526765477
87,32.74786760014781,49.2189796390526,118.52446696343121
88,34.16426102156014,47.809558322587534,158.98610496090615
89,32.90497131006911,53.27747795276881,173.5279307722219
90,47.37989908912746,52.07931894615837,188.1815895272857
91,87.0926988102232,54.15089059124968,175.53176296664157
92,40.86986513902818,52.53570823823525,143.41374051386074
93,27.608392331885792,58.99611124232045,136.01494819003003
94,51.659254446554534,52.32525619340282,122.22201646966957
95,28.275229615204914,47.326107904946326,168.4085232049148
96,58.624369359700836,57.69633972901987,192.1270911009286
97,91.95465261291922,62.72145041172914,148.11284890320456
98,58.514268371229946,45.51367895418119,133.60686389589796
99,59.59761367738766,52.237964113393254,139.20284753247034
100,47.73193122812493,61.67996321681288,146.83511891816607
101,54.07232923347996,48.08268583402728,189.8497842798805
102,42.186703756404555,60.57884100501693,143.29152394554828
103,57.17634647769436,54.94531746269222,191.9311771804506
104,62.07631311120998,68.88290111618167,154.80054478233836
105,46.61900615415507,52.58102846371858,120.68817840320679
106,70.1533918281583,56.750419056966884,159.9267493417555
107,84.0304237901204,60.505366590858216,173.67144722391055
108,69.20638752648524,50.74313057787731,152.03739785115
109,44.747110156571274,59.39729582847471,100.21984333388401
110,69.64628268863272,54.38735907543634,130.22280350565342
111,29.38593048252388,47.28729690420857,124.75261379181869
112,42.36144790478372,50.67079041846975,185.01507867021712
113,70.76853034547705,49.39628703362061,168.85505378166056
114,51.66790976137708,67.53533833952623,163.973342343889
115,60.636160829032576,47.59105214644101,136.31184666387193
116,28.624924081899646,57.69174716544902,169.07347247822517
117,76.2933654968629,58.1055399176591,131.31290741769675
118,41.60514998503982,43.464432168040766,187.14954745409128
119,59.92535525388865,57.72381325054654,124.37497007526504
120,55.85261109087776,46.157326811720324,176.64927012644563
121,77.34709875368546,48.15727457329374,157.45474914557505
122,49.277039964459064,55.98559500033311,92.79160214948088
123,26.38292689703866,46.49795604972954,163.4085970748298
124,73.2940386862838,56.741676399485456,135.18067309580388
125,30.550040777905405,52.51172699392455,167.45999555012872
126,39.76557434052842,52.73688618803372,112.42217306682457
127,94.09210573396324,50.10906044853757,103.71224573344743
128,55.077033326510545,65.46836028530214,141.8654679148299
129,71.39342343179338,57.19473298084873,173.42096020923375
130,47.38578871384027,56.848815744321996,159.52862285727707
131,46.7182720855179,69.08818364688824,146.2678528211318
132,66.48442463343895,69.69812022578364,181.65046214489894
133,29.01743280791608,57.95510634023781,139.26830495506942
134,46.52940609625965,66.69665078206673,137.92109293119378
135,44.929099353593465,55.57519282728851,149.4318918187327
136,40.215151249063965,56.22592095259273,149.18314834214073
137,69.05279838407868,61.38569774209215,98.81702721484473
138,37.567655286355965,43.94701352299349,161.28030637093235
139,39.8857211853097,58.035042530904086,160.3497991160719
140,47.52242192189637,55.997649615029964,143.41980193385817
141,53.66483497813868,47.28002380127395,140.09469533968513
142,77.71155306691037,52.724607768766994,138.24880247148445
143,32.034075437252234,56.86083152818428,113.013220958743
144,67.97862991786303,57.050858522900086,122.64622840201567
145,52.3256044318278,60.03555477056709,152.65673196277805
146,23.575591643016967,52.0529273369186,151.4621140469646
147,40.61100727937177,48.80490030797209,127.01086812487323
148,68.64682021467975,54.93716903721489,147.20820427768047
149,32.09783077049269,60.74892022958624,135.49743568244082
150,64.58908163409248,59.29452146396403,123.72232034906783
151,35.49668468140326,57.330864449802654,103.07083090910334
152,72.45153823254758,57.94618218839015,183.60872419685356
153,76.72504204779568,54.59215549211866,130.61691951045586
154,69.15956316797211,57.578714271245794,161.35180380901042
155,81.8805389478243,61.166240952475675,172.10347514702005
156,52.64843838989013,49.56059054103471,172.97317965069757
157,40.91439441439445,45.5563487658724,134.27965687064082
158,53.3727899656132,48.50403834015632,154.6437773174399
159,87.62618185473816,57.387350197524725,139.8139218481084
160,50.77778354502544,57.252260662797674,130.5918542194822
161,20.763212333880578,46.239977763392034,176.4071878486895
162,40.44047106597086,59.85981033685141,155.24590024742906
163,49.1702293814609,53.64109204014622,112.94015912341186
164,38.45984448815396,65.09352669187457,151.32790818766205
165,72.80735228066759,60.14677678283819,166.02796290085513
166,39.206977760768176,58.16487287282863,187.8965131090488
167,47.90376931329834,48.891592103518015,115.86970897095357
168,28.715513425113176,51.44671202227878,98.88268092617984
169,43.96962809490287,48.38248998156819,167.1562994343262
170,72.11878551264044,65.95256242325698,159.80059542290076
171,58.29387767261018,56.6407946096032,112.40203489735808
172,58.123271341073284,54.56988783552087,151.4559493794554
173,136.68073812688235,43.30731434792873,138.02824917261998
174,90.54417984208209,52.39779909470819,147.5744949043833
175,87.66373639212091,56.69489651551577,121.78976909774747
176,51.90662674618711,61.7930150729501,108.86103970105054
177,37.29846112800952,59.388017740147575,170.02000650938908
178,33.143792922394276,65.33925586824127,195.9323237768351
179,118.2950936929068,49.62369357713841,166.95387782380314
180,35.17564292681352,64.7352799493816,141.10381447974746
181,96.77838822517373,55.10000878701828,194.19124314347616
182,52.056008135220246,58.5403020140121,112.7651432588551
183,44.27848241819884,54.59996061697678,114.34769439165274
184,82.85832924118563,59.65735326333742,160.60278211870857
185,22.985609959039444,57.98958029178358,103.9219994081058
186,50.830949655555294,63.14020716839805,166.44904981386233
187,81.50474280893609,47.582658990241164,195.86751991368862
188,56.421051697396955,46.6357714098692,142.27437725298537
189,26.843552150103363,52.482082674019445,108.49949541049193
190,126.35175312645173,53.72583208400673,199.79869145320188
191,25.619461391337143,52.10975415173514,134.21320861340914
192,60.09148764832866,54.8974737967376,130.59372870325737
193,130.46039433886517,56.935691957498115,179.40205868239258
194,43.870149813988334,59.4422264649498,136.70312934357045
195,41.68279939263219,44.71144110391098,141.4305914696155
196,58.85143589608402,55.93236003000538,133.4020602465174
197,33.46660313010606,56.53625482737018,133.96465041138103
