,4G,Wi-Fi,Total
68,1352.0780839487397,4098.820312350989,5450.898396299729
69,1227.3041217603834,3878.708505397006,5106.012627157389
70,1132.9929405043313,3585.3965420141785,4718.38948251851
71,1056.0961861189608,2906.2977051219887,3962.3938912409494
72,705.7742147871536,1977.5062720962999,2683.2804868834537
73,727.7668637315835,2125.0893363293376,2852.856200060921
74,915.5302775140093,2850.513237279005,3766.0435147930143
75,1110.2611308732742,3294.378871864863,4404.640002738137
76,1084.6210835451295,3090.3540418252305,4174.97512537036
77,874.177380467284,2342.7546424339484,3216.9320229012324
78,1408.373698165106,4064.7708431800447,5473.144541345151
79,697.9570514646848,2016.686005529376,2714.6430569940608
80,1465.1127367238541,4066.1689024194584,5531.2816391433125
81,1232.5893591765825,3283.9084976058257,4516.497856782408
82,1057.435833499253,3494.9082195680276,4552.344053067281
83,692.9280221810435,2052.2315793818243,2745.159601562868
84,887.0765550953912,2610.83853494666,3497.915090042051
85,1137.9399352692856,3811.1938646921008,4949.133799961386
86,1005.9179084574952,2944.8607280779916,3950.778636535487
87,1420.048077582591,3957.4905513344656,5377.5386289170565
88,1065.2586800807749,3113.5645403236567,4178.823220404432
89,1036.1252062153576,3327.885607304633,4364.010813519991
90,1390.6373327447907,4078.6462924774605,5469.283625222251
91,1042.9426520075579,3661.2090479214435,4704.151699929002
92,698.1675207453526,2045.3592906832287,2743.5268114285814
93,896.4255208393613,2662.199211604912,3558.624732444273
94,1126.587869989362,3528.621069073139,4655.208939062501
95,1234.1043823039593,4089.140621709295,5323.245004013254
96,697.0212187721094,2079.3200827756696,2776.341301547779
97,969.7218477014693,3317.772102264832,4287.493949966301
98,876.3207381965718,2425.7717772677747,3302.0925154643464
99,887.2843636681552,2323.2869182946174,3210.5712819627724
100,1252.9847727847416,3429.822972748304,4682.807745533046
101,1108.4299539420495,3124.9022816059414,4233.33223554799
102,844.7936074261568,2755.4153182844207,3600.208925710577
103,807.3418262025864,2632.763365301501,3440.105191504087
104,1167.8568330903984,3989.1341923345835,5156.991025424982
105,946.0171612885908,2920.3064211720543,3866.3235824606454
106,1329.9862603921902,3654.3145712766545,4984.300831668845
107,1068.7441812945992,2991.222715863847,4059.966897158446
108,1004.968299039927,2961.489842294495,3966.4581413344217
109,1151.4861374499746,3414.991223384267,4566.477360834242
110,887.6712345331279,2703.623168441512,3591.29440297464
111,908.1585567342507,2745.140730597771,3653.299287332022
112,1487.7338102689835,4110.392751983617,5598.126562252601
113,1030.947915359873,2821.811158482601,3852.759073842474
114,1056.5275791601603,2861.7958596757776,3918.323438835938
115,1005.8956213955114,2683.653896811663,3689.5495182071745
116,1016.5522771545496,2808.942760371096,3825.495037525646
117,851.9618182411349,2523.5110492968715,3375.4728675380065
118,912.2786345365008,2420.996340946352,3333.274975482853
119,1090.0749405067518,2920.2641278398555,4010.3390683466073
120,1029.3523227509493,3413.682435960002,4443.034758710951
121,1131.418214650389,3505.0728865385086,4636.491101188898
122,959.6315492799565,2780.8024777118767,3740.434026991833
123,1236.349585230366,3835.677836053792,5072.027421284158
124,773.9969192608315,2304.665981435501,3078.6629006963326
125,1278.634818746886,3445.933974528054,4724.56879327494
126,839.3382057091133,2330.6041779608586,3169.9423836699716
127,1246.0912514940685,3875.2241513561376,5121.315402850206
128,922.1041367869466,2985.541204203823,3907.6453409907695
129,679.7307298987205,2116.432417364324,2796.1631472630443
130,1335.5694690930286,4138.073343232625,5473.642812325654
131,817.4220021625821,2466.025798684792,3283.447800847374
132,1417.157821758671,4004.409351164717,5421.567172923388
133,1447.3959075367204,4150.526747159367,5597.922654696087
134,1433.197207871967,4209.375652420539,5642.572860292506
135,1059.617994243194,3335.739098937867,4395.357093181061
136,1187.5324402631577,3416.8540963492555,4604.386536612414
137,1482.4616463435611,4034.8987372212305,5517.360383564792
138,1048.7698709610956,2874.546084261053,3923.3159552221487
139,696.0002625906867,2210.735903362883,2906.73616595357
140,1451.702605421079,4002.1458409124875,5453.848446333566
141,1136.73888200026,3358.7900600411026,4495.528942041363
142,750.7085533576671,2225.835102195672,2976.543655553339
143,1290.1031275833604,3943.5969977064474,5233.700125289808
144,1128.1066579168105,3641.557227411227,4769.663885328037
145,1181.6429912579888,3397.3284813569257,4578.971472614914
146,685.2054070327812,2098.49393480606,2783.6993418388415
147,1003.0498570218851,2838.7668232548344,3841.8166802767196
148,1195.528804255637,3403.082579101809,4598.611383357446
149,1087.7377915558689,3225.6168129380126,4313.354604493881
150,1230.5360826940775,3919.23223456264,5149.768317256718
151,1508.0914557907886,3978.7862917804405,5486.877747571229
152,863.8381431067234,2416.3388598215256,3280.177002928249
153,651.7132361653723,2222.429827954839,2874.1430641202114
154,1441.7025719382664,4160.750004330089,5602.452576268355
155,1166.721056021379,3204.059255381205,4370.780311402584
156,854.0800432093353,2283.5631824413676,3137.643225650703
157,777.139621916288,2129.8619816077544,2907.0016035240424
158,1381.3892494452696,4001.9115093065207,5383.30075875179
159,838.5835429787091,2694.883111232725,3533.4666542114337
160,1057.4429468435176,2879.7561037109917,3937.199050554509
161,870.6899991075597,2449.409724596634,3320.099723704194
162,807.9839414453395,2202.2465028403376,3010.230444285677
163,872.0806350904384,2607.662343452639,3479.7429785430777
164,921.4633625947399,2742.6334167702844,3664.0967793650243
165,972.3923904930741,3007.1699741948714,3979.562364687946
166,838.2245784635551,2348.4294907290505,3186.6540691926057
167,1196.0637521442275,3441.262491230911,4637.326243375139
168,1172.8528910516884,3203.744107022049,4376.596998073737
169,993.7802144298042,3523.2643003515636,4517.044514781368
170,713.0322680020195,2388.1569857258164,3101.189253727836
171,1403.1993322465246,4003.811548306282,5407.010880552807
172,1348.1064370007016,3971.1406022438755,5319.2470392445775
173,1226.8059559786814,3482.986650689746,4709.792606668428
174,723.8172524514961,2123.8175460968387,2847.634798548335
175,1308.775990581802,3786.9516637236206,5095.727654305423
176,1221.9972823244432,3675.9312968722184,4897.928579196661
177,823.6134938637657,2639.2060757325485,3462.819569596314
178,630.3098582591931,2057.2218282525387,2687.531686511732
179,706.8004416485546,2330.4340979165286,3037.234539565083
180,927.6024509228273,2641.120041201933,3568.7224921247603
181,944.8589365158076,2634.4648617864245,3579.3237983022323
182,987.312948411021,3133.502903399763,4120.815851810784
183,1231.1151350004955,3665.10434867162,4896.2194836721155
184,1340.6190753216008,4004.184444094508,5344.803519416108
185,1068.2263675965423,2987.890313039579,4056.116680636121
186,1200.0933323193767,3374.046553211117,4574.139885530494
187,820.2469648034686,2269.4943609332176,3089.741325736686
188,1231.1863297022494,3633.338782214675,4864.525111916924
189,1129.9932919151556,3130.680510493526,4260.673802408682
190,776.930895018733,2180.7423028207195,2957.6731978394528
191,1381.6491032968231,4098.825046807869,5480.474150104692
192,805.9242333760604,2338.3024666696133,3144.2267000456736
193,744.0245749348189,2465.9677076225744,3209.992282557393
194,1098.323775787442,3283.1420319332833,4381.465807720725
195,1145.915666034631,3738.367182196094,4884.282848230725
196,845.5356523387793,2295.7752960442235,3141.310948383003
197,955.1400871680011,2621.780690567451,3576.9207777354522
198,950.6179879017961,2708.8773115181843,3659.4952994199803
199,1287.828746895519,3749.1935836055995,5037.022330501119
200,698.3265320417182,1961.4015278274078,2659.728059869126
201,1057.473765498517,2961.189083677593,4018.66284917611
202,845.1714999786793,2343.8736169730037,3189.0451169516828
203,1055.6132024145036,3199.723234475337,4255.33643688984
204,1101.9613440360602,2887.442484470338,3989.403828506398
205,790.9584910672172,2617.032259311831,3407.990750379048
206,1311.4406823822483,3575.271967780103,4886.712650162352
207,988.4513473282288,2610.887916169004,3599.3392634972324
208,1193.2052786810277,3232.3297221255625,4425.535000806591
209,1458.806403876729,4126.859750150948,5585.666154027676
210,721.0886702597913,2264.2140934080567,2985.302763667848
211,1316.3896341655332,3585.757774953168,4902.147409118701
212,1288.8975093366646,3931.898396066754,5220.795905403418
213,1199.4704080524377,3335.9600893629,4535.430497415337
214,1420.9448721924773,4013.042667225082,5433.98753941756
215,1251.281853583272,3968.178089419228,5219.4599430025
216,728.5046682840446,2059.8513429896243,2788.3560112736686
217,675.5005881032104,2116.963630268448,2792.4642183716583
218,985.6195654432553,2721.651656080287,3707.2712215235424
219,891.7924132833753,2544.2747683125167,3436.067181595892
220,832.1871848167112,2385.1021138313527,3217.289298648064
221,820.2544561051266,2245.5625459162984,3065.8170020214247
222,765.8263538362536,2413.728095664512,3179.5544495007653
223,1175.3311409773394,3928.5191046448676,5103.850245622207
224,855.6464353611502,2370.5293621516744,3226.175797512825
225,1121.7449057285812,3248.4480982230166,4370.193003951597
226,811.2864919397816,2183.1025488125997,2994.3890407523813
227,923.9344203924355,2619.4820477209037,3543.4164681133393
228,1429.599803915121,3830.8491151713183,5260.448919086439
229,885.9706239736768,2650.9086926468963,3536.8793166205733
230,863.7227617431155,2499.38419738094,3363.1069591240553
231,1015.8640291816384,2901.1128046188624,3916.9768338005006
232,894.3239310275,2776.580024195303,3670.903955222803
233,1433.5788687671452,3869.223429812278,5302.802298579423
234,1161.266698863157,3137.230838424638,4298.497537287795
235,1254.9723511657828,3506.0814475736984,4761.053798739481
236,1294.8504300835036,3599.1585141690143,4894.008944252518
237,935.4435588150618,2479.751827030498,3415.19538584556
238,755.2474400295397,2048.4683005293828,2803.7157405589223
239,1461.525755697899,4070.847530183995,5532.373285881894
240,1173.3873878549423,3454.121365912382,4627.508753767324
241,912.1369371342951,2669.91492335507,3582.051860489365
242,999.3165663897037,2615.0075498667757,3614.324116256479
243,833.9060588339997,2378.5299389166817,3212.4359977506815
244,1337.0735842762585,3767.8902327882297,5104.9638170644885
245,1350.2985802597868,3826.2856992986212,5176.5842795584085
246,1114.1895861824898,3221.404396828345,4335.593983010835
247,1509.9602512559022,4128.622668970188,5638.58292022609
248,754.8396756960612,2019.290646395938,2774.130322091999
249,806.8961462670733,2461.201223226618,3268.097369493691
250,1258.7206094441526,3437.9025016625674,4696.62311110672
251,1284.9317303951461,4084.2042723473505,5369.136002742496
252,1113.0222083749431,3268.223651471904,4381.245859846847
253,1232.4817942435031,4267.958392241251,5500.440186484754
254,1562.7429241625657,4158.959701648294,5721.70262581086
255,1052.5876127028696,3304.819278345512,4357.406891048382
256,990.7677499197885,2670.307404888036,3661.0751548078247
257,963.0614432304457,2859.4055679193502,3822.467011149796
258,852.3951403838847,2578.4020299126178,3430.7971702965024
259,1418.7391620948301,4120.919196466794,5539.6583585616245
260,843.724537000093,2596.672442153421,3440.3969791535137
261,837.3399943991284,2527.1133236978344,3364.453318096963
262,961.2137089191061,2811.0656112522515,3772.2793201713575
263,933.1330631101933,2896.7785811643375,3829.9116442745308
264,914.9384247445007,2553.319433406491,3468.2578581509915
265,1266.3103910282864,4110.88325796261,5377.193648990896
266,703.759802876941,1992.8434330452556,2696.6032359221963
267,816.5113520735803,2332.929934993842,3149.4412870674223
268,1201.0279956762395,3669.356142387424,4870.384138063663
269,1154.864289392267,3316.69602652398,4471.560315916247
270,1070.6554445883735,2944.8800024323446,4015.535447020718
271,1018.8701716874463,2769.5024388768047,3788.372610564251
272,1366.0182906362536,3770.5767008784633,5136.594991514717
273,1260.6337235356382,3407.093812400693,4667.727535936331
274,961.8534230140364,2689.5794765537757,3651.432899567812
275,970.1494932472641,2729.8039021971827,3699.953395444447
276,971.1427408701559,2976.602437063407,3947.7451779335624
277,891.3226132633114,2714.342143281141,3605.6647565444523
278,1204.5000854556174,3873.609473842088,5078.109559297705
279,686.0708501466019,2367.323999255139,3053.394849401741
280,1017.3384056613146,2979.1083464733124,3996.446752134627
281,1149.1693389213397,3231.0003925523592,4380.169731473699
282,806.176605241794,2249.0524591795756,3055.22906442137
283,1032.7497451914462,2895.708502739462,3928.4582479309083
284,943.5518581980874,3171.1488587179297,4114.700716916017
285,709.4977877433688,2236.119609510516,2945.617397253885
286,1145.1177309181774,3979.338128482863,5124.4558594010405
287,1106.2148690412332,3496.938038601611,4603.152907642844
288,1254.643885701635,3694.9652982788407,4949.609183980476
289,824.617036058711,2199.4751891669307,3024.092225225642
290,1119.9009716524324,3614.756174301286,4734.657145953719
291,1230.9638003968732,3380.6012283166183,4611.565028713491
292,1031.0022213700945,3134.2385049782697,4165.240726348364
293,982.7212289904837,2641.1691592981338,3623.8903882886175
294,1218.08192150398,3965.2922637881975,5183.374185292178
295,921.581550021687,2584.9923937025023,3506.573943724189
296,855.3720881101577,2727.13733715158,3582.5094252617378
297,1201.3504040969692,3618.278440809593,4819.628844906562
298,1433.0893601887926,3739.1284284706576,5172.21778865945
299,852.4310595349282,2528.298294866657,3380.7293544015856
300,1341.564793780965,4270.473572033959,5612.038365814924
301,748.9956310620065,2223.847478667717,2972.8431097297234
302,994.0937222912664,3350.7461495796297,4344.839871870896
303,1155.6093981834795,3405.335544473661,4560.94494265714
304,1204.6290623568102,3292.7609770447107,4497.390039401521
305,1354.170837802738,4294.461167713994,5648.632005516732
306,1283.6227372420267,3891.362462086902,5174.9851993289285
307,1118.5516059495133,3324.042304246375,4442.593910195888
308,1054.5264008559811,3237.075341739113,4291.601742595094
309,1139.3102486640082,3282.259230171739,4421.569478835747
310,1282.4615139032696,3911.410184547254,5193.871698450524
311,965.0724101661444,2676.481999202691,3641.5544093688354
312,1259.3760984676128,3335.1004108597604,4594.476509327373
313,1401.4090670876014,4313.367044314703,5714.776111402304
314,906.0160455814965,3073.990746254143,3980.0067918356394
315,1076.272379735925,3150.443464569452,4226.715844305377
316,1318.2778351370603,3833.1821189200014,5151.459954057062
317,1253.8726840682832,3978.1861749292034,5232.058858997487
318,931.8178391606489,2632.8219769273264,3564.6398160879753
319,1050.574514847036,3293.0453890978692,4343.619903944906
320,975.8952254215376,3137.739716881224,4113.634942302761
321,1002.6050876848595,2723.252382654532,3725.8574703393915
322,976.7273186528997,2627.1588270349916,3603.8861456878913
323,1200.366236884437,3586.896215931058,4787.262452815496
324,676.551100072484,2128.7821458568715,2805.3332459293556
325,1227.7113967200758,3285.4753324963326,4513.186729216408
326,1319.4718615822317,3549.546427791429,4869.01828937366
327,1514.38652993511,4171.40629918673,5685.79282912184
328,1283.3246400682397,3500.9043215049574,4784.228961573197
329,1423.139577780667,4045.056593758879,5468.196171539546
330,793.8735519139292,2301.9111537041967,3095.784705618126
331,848.1391289002527,2723.523744944922,3571.6628738451745
332,1082.9309956721124,3323.3859699418185,4406.316965613931
333,1086.67114884162,2966.8022471562986,4053.4733959979185
334,1314.9187002824103,3757.5918818464265,5072.510582128837
335,1248.124298222186,3457.6372247768923,4705.761522999079
336,746.2896862829142,2129.6279598306155,2875.91764611353
337,666.163286177233,2315.47314406167,2981.636430238903
338,1013.3578947350284,2973.3706607896083,3986.7285555246367
339,866.3099724750944,2409.9357283744316,3276.2457008495257
340,957.820794486774,2583.6735040566828,3541.494298543457
341,1513.3220576905394,4128.577340688578,5641.899398379118
342,1496.7114266600952,4164.550499922492,5661.261926582587
343,1000.8648339485383,3058.44947223538,4059.3143061839182
344,940.9692700193306,2706.774150353239,3647.7434203725693
345,810.8609541322816,2269.318171758088,3080.1791258903695
346,1181.5222442199577,3505.555024992544,4687.077269212502
347,1123.3434349175068,3559.625093591194,4682.968528508701
348,806.9237886262476,2731.693650930971,3538.617439557219
349,742.1263817081089,2432.4314795096057,3174.5578612177146
350,1481.2681227499309,3929.4522642315032,5410.720386981434
351,951.3394401757669,3173.9020233153437,4125.241463491111
352,722.7039982516325,2147.221640717344,2869.9256389689767
353,1362.3034762713041,3770.2326637789315,5132.536140050235
354,1003.6372845711987,2766.761038543639,3770.3983231148377
355,1125.8901349643183,3053.927285201376,4179.817420165695
356,1391.7350944166183,3936.0205949210613,5327.7556893376795
357,1142.559328684322,3512.76616891552,4655.3254975998425
358,1079.5802206052772,3319.569606109368,4399.149826714645
359,908.2154755870448,2534.159805795975,3442.3752813830197
360,1004.3396253002043,2858.7694843934864,3863.1091096936907
361,797.8674330334303,2180.230060039609,2978.097493073039
362,1097.702944802361,3427.7589983272583,4525.46194312962
363,1302.072882533737,3836.009585844347,5138.082468378084
364,1080.026440369807,3067.514394271682,4147.540834641489
365,1070.0185142232901,2851.115079103971,3921.133593327261
366,1145.6217281873835,3701.837343106112,4847.459071293495
367,1085.3775256486383,3089.933067378057,4175.310593026696
368,1323.8231546575807,3797.1137266070828,5120.9368812646635
369,1367.9451869707284,3758.3536408437326,5126.298827814461
370,1324.7916640558933,3717.0882157839073,5041.8798798398
371,1311.9152904236557,3670.575646494149,4982.490936917805
372,1374.1531063229088,4064.9043131577323,5439.057419480641
373,806.6612263001408,2325.160249267764,3131.8214755679046
374,1285.2760205933405,3677.627965001358,4962.9039855946985
375,1133.9311135976297,3974.768940922931,5108.700054520561
376,1278.4272665394847,4013.6915625305564,5292.118829070041
377,771.091315712862,2116.452625558713,2887.543941271575
378,763.3577973057903,2364.117471284293,3127.4752685900835
379,1429.9590643417082,3801.3626296964235,5231.321694038132
380,837.3236442681535,2787.300136182484,3624.6237804506377
381,1024.939625356294,2948.777285964792,3973.716911321086
382,1216.1179965530075,3289.2868666053705,4505.404863158378
383,642.1436266575306,2061.2037600921626,2703.347386749693
384,829.5964170140569,2364.4996793391524,3194.0960963532093
385,960.1189746719557,2974.169462434379,3934.2884371063346
386,1079.0765197815058,3372.358769652452,4451.435289433957
387,1195.8498282451326,3234.835436472147,4430.68526471728
388,913.3247532182501,2773.9071797646984,3687.2319329829484
389,970.9543904069753,2734.7565900115483,3705.710980418524
390,851.0052511060152,2787.6196752428855,3638.6249263489008
391,1109.869280267776,3749.2359479094043,4859.105228177181
392,855.2339024688256,2704.8244321840452,3560.058334652871
393,1001.6150948374349,2897.2306137331557,3898.8457085705904
394,877.963491323919,2970.620347393536,3848.5838387174554
395,761.1754714677085,2153.132225620678,2914.3076970883867
396,1218.4872550649732,3570.7548096365576,4789.242064701531
397,1327.5678488727126,3936.018554734479,5263.586403607192
398,1115.0266786167394,2980.4031774444893,4095.4298560612287
399,954.5054180782121,2548.3631349219804,3502.8685530001926
400,1482.1265923650647,3905.1991418276975,5387.325734192762
401,1251.59146998808,3538.8185427265566,4790.410012714637
402,757.2860176854515,2274.5956474270033,3031.881665112455
403,754.4612306197942,2188.07343449817,2942.5346651179643
404,1098.688995498332,3502.273964389442,4600.962959887774
405,1224.2646447168015,3433.6151611088894,4657.879805825691
406,985.7057226290649,3064.853420958558,4050.559143587623
407,1013.8404909844861,3050.3129699529263,4064.1534609374125
408,1435.4326961669844,3920.651710865487,5356.084407032471
409,1360.357595457919,4101.358015763667,5461.715611221586
410,1179.2921312528238,3265.067530192719,4444.359661445543
411,847.930487488605,2465.214762624422,3313.145250113027
412,1120.9752960305418,3228.3091935857656,4349.284489616308
413,1109.8384164609986,3434.9273599689895,4544.765776429988
414,629.0226182092747,2002.3292500970438,2631.3518683063185
415,1153.9251181223347,3085.514451930336,4239.43957005267
416,1479.494284049473,4126.793083935818,5606.287367985291
417,777.7179529358458,2715.494850673089,3493.212803608935
418,659.8871999377477,2245.5285383899745,2905.4157383277225
419,725.569527972415,1955.8904859781783,2681.4600139505933
420,989.7217414091563,2853.30226465741,3843.0240060665665
421,899.9025734518592,2446.1774547489003,3346.0800282007594
422,1325.0037756808624,3695.342302729342,5020.346078410204
423,925.421654355093,2772.955268614131,3698.376922969224
424,1094.9914475622816,3494.9144048612466,4589.905852423528
425,895.6766554588964,2821.5534147779235,3717.23007023682
426,1240.908633210768,3916.511855825665,5157.420489036433
427,1265.144823990103,3788.308710124453,5053.453534114556
428,824.4691825747152,2705.992088409476,3530.4612709841913
429,860.8398847016978,2325.280245849682,3186.12013055138
430,1401.0564142416492,4083.86019235597,5484.916606597619
431,1417.306208569469,3835.914904920539,5253.221113490008
432,1329.7959426796917,3911.495131551883,5241.291074231574
433,1384.6032104737246,3929.7982839500432,5314.401494423768
434,1111.6251057798288,3013.9780376365184,4125.603143416347
435,1527.2126451125614,4177.365234119975,5704.577879232536
436,760.1007937650912,2110.2404772726313,2870.3412710377224
437,954.0249899318817,2934.6855161818203,3888.7105061137017
438,1283.7310744283054,3391.7488960740384,4675.479970502343
439,1374.4849353030982,4173.238541785989,5547.723477089086
440,962.3261140532661,3014.201923050961,3976.528037104227
441,723.6952810494936,1956.5436012675348,2680.2388823170286
442,1217.5333743417002,3572.653528456982,4790.186902798682
443,746.4101658991531,2252.1136488211173,2998.5238147202704
444,1061.9900727349257,3004.1181882054107,4066.1082609403365
445,750.2111569542203,2238.153779605911,2988.3649365601314
446,1227.1883207254803,4171.833476673984,5399.021797399464
447,682.7829103318852,2199.803621619135,2882.5865319510203
448,1216.2410551136304,3643.52398970322,4859.765044816851
449,1094.416910003923,3466.9950271646776,4561.411937168601
450,1229.1306103741586,3602.651430373517,4831.782040747676
451,1086.471350545409,3573.921122613752,4660.3924731591605
452,826.4858918364936,2362.0214744071523,3188.5073662436457
453,787.69947985163,2272.8090147466637,3060.5084945982935
454,685.208547538726,1996.6676778030958,2681.8762253418217
455,812.0495892626807,2420.378174748488,3232.4277640111686
456,1031.3055043335612,3304.071115841758,4335.376620175319
457,1262.7904645477893,3323.6091548591066,4586.399619406896
458,1200.2746160211586,3588.3066020743577,4788.581218095516
459,846.0018681906153,2265.2716469352354,3111.2735151258507
460,785.9969618336603,2078.0473783120074,2864.044340145668
461,768.6733133690122,2299.3613792371398,3068.034692606152
462,695.6278829824183,2113.9074720194026,2809.535355001821
463,1255.58408002525,3834.9366777084815,5090.520757733731
464,966.3165331620501,2574.784088651908,3541.1006218139582
465,735.8622418061134,2048.689496896667,2784.5517387027803
466,1384.680854862651,3880.3705092573177,5265.051364119969
467,1116.145150471925,3235.540593306265,4351.68574377819
468,733.4050141098212,2035.4311543725116,2768.836168482333
469,967.5396086077102,2582.117626268719,3549.6572348764294
470,1446.6863645003548,3963.898015993849,5410.584380494204
471,985.5491918605018,2698.804734003702,3684.3539258642036
472,731.6685514532811,2150.96959974488,2882.638151198161
473,848.4959937987113,2434.007860975436,3282.5038547741474
474,1269.2435781845822,3610.8847507030932,4880.128328887676
475,1351.3334005726795,3889.734640385476,5241.0680409581555
476,721.0520882273399,2025.0601890064247,2746.112277233765
477,885.2715808682808,2657.7062094862536,3542.9777903545346
478,635.7671566320821,2103.080740897505,2738.8478975295875
479,1225.0298434489712,3821.6200451717878,5046.649888620759
480,811.3941115813042,2198.6001824458313,3009.9942940271353
481,1052.5600488955558,2910.302192271008,3962.8622411665638
482,1365.5087111605221,3728.1727085336083,5093.68141969413
483,1474.9851349255634,4053.844943722423,5528.830078647987
484,843.1619247527819,2238.0120786310235,3081.1740033838055
485,1207.4450330485201,3641.40602406868,4848.8510571172
486,1435.2462460557492,3997.919591100459,5433.165837156208
487,1170.211082776712,3502.354947079178,4672.5660298558905
488,1438.2227608243152,4203.355865998991,5641.578626823306
489,990.2807137036874,2832.4037502530105,3822.684463956698
490,1034.5224383798964,3224.4263437146424,4258.948782094539
491,1367.8945524055966,3777.816376272816,5145.7109286784125
492,1503.0513155582464,4013.265405491972,5516.316721050219
493,821.329013035943,2506.1917905292385,3327.5208035651813
494,861.0456270293846,2429.9608797318756,3291.0065067612604
495,1188.8572053704531,3828.590891360807,5017.44809673126
496,1168.0502203797269,3678.8637218789786,4846.913942258705
497,1082.6423397816477,3583.3680678481855,4666.010407629833
498,1042.0284873030723,3631.7872505759915,4673.815737879064
499,1125.0925217407014,3042.69309687463,4167.785618615331
500,1100.607619087666,3066.692642085213,4167.300261172879
501,1189.0995845779223,3251.5793187373233,4440.678903315245
502,902.9718675099348,2967.130508773023,3870.1023762829577
503,1021.3161405916733,2927.625456809545,3948.941597401218
504,764.6980726658761,2087.7048368302303,2852.4029094961065
505,1144.5088868800212,3231.841524649181,4376.350411529202
506,973.8606439502862,3075.0530855434413,4048.9137294937273
507,1428.6539768649645,3817.6300512909766,5246.284028155941
508,1150.9599003130973,3397.867106989161,4548.827007302259
509,1435.677405453171,3940.3945288276614,5376.0719342808325
510,826.6372392190294,2325.125724953599,3151.762964172628
511,1309.5837371592527,3526.53748382681,4836.121220986062
512,978.2205923152246,2701.6067259473807,3679.8273182626053
