Participant City,Participant Country,Connection,IPv,Destination,Destination IP,Destination Hostname,Destination ASN,Destination City,Destination Country,Trace Hop Count,Hop 1 IP,Hop 1 Hostname,Hop 1 RTT,Hop 1 ASN,Hop 1 City,Hop 1 Country,Hop 2 IP,Hop 2 Hostname,Hop 2 RTT,Hop 2 ASN,Hop 2 City,Hop 2 Country,Hop 3 IP,Hop 3 Hostname,Hop 3 RTT,Hop 3 ASN,Hop 3 City,Hop 3 Country,Hop 4 IP,Hop 4 Hostname,Hop 4 RTT,Hop 4 ASN,Hop 4 City,Hop 4 Country,Hop 5 IP,Hop 5 Hostname,Hop 5 RTT,Hop 5 ASN,Hop 5 City,Hop 5 Country,Hop 6 IP,Hop 6 Hostname,Hop 6 RTT,Hop 6 ASN,Hop 6 City,Hop 6 Country,Hop 7 IP,Hop 7 Hostname,Hop 7 RTT,Hop 7 ASN,Hop 7 City,Hop 7 Country,Hop 8 IP,Hop 8 Hostname,Hop 8 RTT,Hop 8 ASN,Hop 8 City,Hop 8 Country,Hop 9 IP,Hop 9 Hostname,Hop 9 RTT,Hop 9 ASN,Hop 9 City,Hop 9 Country,Hop 10 IP,Hop 10 Hostname,Hop 10 RTT,Hop 10 ASN,Hop 10 City,Hop 10 Country,Hop 11 IP,Hop 11 Hostname,Hop 11 RTT,Hop 11 ASN,Hop 11 City,Hop 11 Country,Hop 12 IP,Hop 12 Hostname,Hop 12 RTT,Hop 12 ASN,Hop 12 City,Hop 12 Country,Hop 13 IP,Hop 13 Hostname,Hop 13 RTT,Hop 13 ASN,Hop 13 City,Hop 13 Country,Hop 14 IP,Hop 14 Hostname,Hop 14 RTT,Hop 14 ASN,Hop 14 City,Hop 14 Country,Hop 15 IP,Hop 15 Hostname,Hop 15 RTT,Hop 15 ASN,Hop 15 City,Hop 15 Country,Hop 16 IP,Hop 16 Hostname,Hop 16 RTT,Hop 16 ASN,Hop 16 City,Hop 16 Country,Hop 17 IP,Hop 17 Hostname,Hop 17 RTT,Hop 17 ASN,Hop 17 City,Hop 17 Country,Hop 18 IP,Hop 18 Hostname,Hop 18 RTT,Hop 18 ASN,Hop 18 City,Hop 18 Country,Hop 19 IP,Hop 19 Hostname,Hop 19 RTT,Hop 19 ASN,Hop 19 City,Hop 19 Country
berlin,germany,4g,4,www.youtube.com,74.125.13.74,Unknown,AS15169 Google LLC,Mountain View,United States,15,192.168.43.203,Unknown,2.598,,,,,,,,,,10.218.161.60,Unknown,29.57,,,,10.218.163.138,Unknown,26.196,,,,10.216.34.86,Unknown,52.406,,,,10.216.34.58,Unknown,26.162,,,,169.254.1.30,Unknown,27.513,,,,145.253.5.126,Unknown,32.162,AS3209 Vodafone GmbH,Düsseldorf,Germany,145.254.2.215,Unknown,31.553,AS3209 Vodafone GmbH,Düsseldorf,Germany,145.254.2.215,Unknown,36.497,AS3209 Vodafone GmbH,Düsseldorf,Germany,72.14.194.138,Unknown,32.105,AS15169 Google LLC,Mountain View,United States,,,,,,,216.239.49.248,Unknown,41.872,AS15169 Google LLC,Mountain View,United States,108.170.226.7,Unknown,35.626,AS15169 Google LLC,Mountain View,United States,74.125.13.74,Unknown,34.471,AS15169 Google LLC,Mountain View,United States,,,,,,,,,,,,,,,,,,,,,,,,
london,uk,wifi,4,www.youtube.com,62.252.60.80,cpc3-stme1-3-0-cust80.cdif.cable.ntl.com,AS5089 Virgin Media Limited,London,United Kingdom,6,192.168.0.1,Unknown,10.081,,,,10.30.28.1,Unknown,11.518,,,,213.104.22.37,hari-core-2a-xe-11011-0.network.virginmedia.net,18.431,AS5089 Virgin Media Limited,Harwich,United Kingdom,,,,,,,,,,,,,62.254.84.158,Unknown,96.05,AS5089 Virgin Media Limited,London,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cambridge,uk,4g,4,www.instagram.com,157.240.1.52,Unknown,"AS32934 Facebook, Inc.",London,United Kingdom,3,172.20.10.1,Unknown,0.607,,,,,,,,,,172.20.133.5,Unknown,125.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maastricht,netherlands,4g,4,www.instagram.com,157.240.201.63,instagram-p3-shv-01-ams4.fbcdn.net,"AS32934 Facebook, Inc.",Amsterdam,Netherlands,12,192.168.43.1,Unknown,1.717,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.241.225.42,Unknown,45.338,AS31615 T-mobile Netherlands B.V.,Amsterdam,Netherlands,80.157.130.241,Unknown,26.076,AS3320 Deutsche Telekom AG,Hamburg,Germany,80.157.205.30,Unknown,127.317,AS3320 Deutsche Telekom AG,Nürnberg,Germany,129.134.34.138,ae4.ar03.otp1.tfbnw.net,55.593,"AS32934 Facebook, Inc.",New York City,United States,129.134.48.101,po226.psw04.ams4.tfbnw.net,33.884,"AS32934 Facebook, Inc.",Menlo Park,United States,173.252.67.177,Unknown,23.961,"AS32934 Facebook, Inc.",Menlo Park,United States,157.240.201.63,instagram-p3-shv-01-ams4.fbcdn.net,26.017,"AS32934 Facebook, Inc.",Amsterdam,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neworleans,us,wifi,4,www.youtube.com,173.194.141.187,Unknown,AS15169 Google LLC,Dallas,United States,14,192.168.0.1,Unknown,3.23,,,,10.125.64.1,Unknown,210.152,,,,100.122.126.130,Unknown,52.095,,,,100.122.125.86,Unknown,30.945,,,,68.1.5.134,dalsbbrj02-ae3.0.rd.dl.cox.net,24.197,AS22773 Cox Communications Inc.,Macon,United States,72.14.205.158,Unknown,44.517,AS15169 Google LLC,Mountain View,United States,,,,,,,108.170.226.56,Unknown,31.009,AS15169 Google LLC,Mountain View,United States,108.170.252.130,Unknown,33.116,AS15169 Google LLC,Mountain View,United States,108.170.228.91,Unknown,24.655,AS15169 Google LLC,Mountain View,United States,108.170.228.80,Unknown,32.926,AS15169 Google LLC,Mountain View,United States,108.170.240.193,Unknown,24.791,AS15169 Google LLC,Mountain View,United States,64.233.175.9,Unknown,42.174,AS15169 Google LLC,Mountain View,United States,173.194.141.187,Unknown,29.1,AS15169 Google LLC,Dallas,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london,uk,wifi,4,www.instagram.com,157.240.1.52,Unknown,"AS32934 Facebook, Inc.",London,United Kingdom,10,192.168.0.1,Unknown,1.505,,,,,,,,,,62.255.65.181,popl-core-2a-xe-324-0.network.virginmedia.net,14.935,AS5089 Virgin Media Limited,London,United Kingdom,,,,,,,62.253.174.186,telw-ic-5-ae0-0.network.virginmedia.net,23.045,AS5089 Virgin Media Limited,London,United Kingdom,157.240.73.132,ae27.pr03.lhr3.tfbnw.net,28.683,"AS32934 Facebook, Inc.",Hanoi,Vietnam,157.240.33.12,po131.asw02.lhr6.tfbnw.net,22.336,"AS32934 Facebook, Inc.",Menlo Park,United States,157.240.40.135,Unknown,22.419,"AS32934 Facebook, Inc.",Washington,United States,173.252.67.91,Unknown,15.093,"AS32934 Facebook, Inc.",Menlo Park,United States,157.240.1.52,Unknown,22.362,"AS32934 Facebook, Inc.",London,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carmarthen,uk,4g,4,www.instagram.com,157.240.1.52,Unknown,"AS32934 Facebook, Inc.",London,United Kingdom,1,172.20.10.1,Unknown,2.917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london,uk,wifi,4,www.instagram.com,157.240.1.52,Unknown,"AS32934 Facebook, Inc.",London,United Kingdom,10,192.168.0.1,Unknown,3.384,,,,,,,,,,62.252.114.5,hari-core-2a-xe-232-0.network.virginmedia.net,9.542,AS5089 Virgin Media Limited,Harwich,United Kingdom,,,,,,,62.253.174.174,telw-ic-1-ae0-0.network.virginmedia.net,14.892,AS5089 Virgin Media Limited,London,United Kingdom,157.240.65.124,ae13.pr04.lhr3.tfbnw.net,27.657,"AS32934 Facebook, Inc.",New York City,United States,129.134.45.58,po141.asw02.lhr3.tfbnw.net,32.306,"AS32934 Facebook, Inc.",Washington,United States,129.134.44.253,Unknown,22.71,"AS32934 Facebook, Inc.",Dallas,United States,173.252.67.87,Unknown,14.351,"AS32934 Facebook, Inc.",Menlo Park,United States,157.240.1.52,Unknown,25.91,"AS32934 Facebook, Inc.",London,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
schofflisdorf,switzerland,4g,4,www.youtube.com,195.112.88.176,Unknown,AS6730 Sunrise Communications AG,Zürich,Switzerland,7,192.168.43.251,Unknown,73.49,,,,192.168.1.1,Unknown,8.762,,,,10.200.102.161,Unknown,74.847,,,,10.200.102.66,Unknown,178.298,,,,212.161.142.13,Unknown,102.572,AS6730 Sunrise Communications AG,Zürich,Switzerland,,,,,,,212.161.247.129,zur01pe20.100ge2-0-0.bb.sunrise.net,34.523,AS6730 Sunrise Communications AG,Zürich,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eastpeoria,us,4g,4,www.instagram.com,31.13.65.52,instagram-p3-shv-01-atl3.fbcdn.net,"AS32934 Facebook, Inc.",Atlanta,United States,14,192.168.43.1,Unknown,3.9,,,,68.29.26.3,Unknown,770.233,AS3651 Sprint,Chicago,United States,,,,,,,68.29.27.9,Unknown,1526.519,AS3651 Sprint,Chicago,United States,144.223.21.113,sl-crs2-chi-be250.sprintlink.net,836.611,AS1239 Sprint,New York City,United States,144.232.22.79,sl-crs2-roa-be6.sprintlink.net,418.403,AS1239 Sprint,Roachdale,United States,144.232.22.220,sl-crs2-nsh-be2.sprintlink.net,482.856,AS1239 Sprint,Nashville,United States,144.232.17.72,sl-crs2-atl-be6.sprintlink.net,700.915,AS1239 Sprint,Tacoma,United States,144.232.2.211,sl-mst50-atl-ae12-0.sprintlink.net,465.424,AS1239 Sprint,Atlanta,United States,160.81.220.58,sl-faceb-877657-0.sprintlink.net,1059.1,AS1239 Sprint,New York City,United States,31.13.25.175,Unknown,547.419,"AS32934 Facebook, Inc.",Moscow,Russia,173.252.67.23,Unknown,418.684,"AS32934 Facebook, Inc.",Menlo Park,United States,,,,,,,31.13.65.52,instagram-p3-shv-01-atl3.fbcdn.net,1389.744,"AS32934 Facebook, Inc.",Atlanta,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hemelhempstead,uk,wifi,4,www.youtube.com,62.252.60.80,cpc3-stme1-3-0-cust80.cdif.cable.ntl.com,AS5089 Virgin Media Limited,London,United Kingdom,7,192.168.68.1,Unknown,7.897,,,,192.168.0.1,Unknown,9.643,,,,,,,,,,62.252.13.49,lutn-core-2a-xe-1014-0.network.virginmedia.net,18.061,AS5089 Virgin Media Limited,Luton,United Kingdom,,,,,,,,,,,,,62.254.84.158,Unknown,20.517,AS5089 Virgin Media Limited,London,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
totnes,uk,wifi,4,www.youtube.com,212.1.144.80,212-1-144-80.dynamic.dsl.as9105.com,AS9105 TalkTalk Communications Limited,Enderby,United Kingdom,3,192.168.1.1,Unknown,11.276,,,,,,,,,,212.1.144.65,212-1-144-65.dynamic.dsl.as9105.com,19.987,AS9105 TalkTalk Communications Limited,Enderby,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bromsgrove,uk,4g,4,www.instagram.com,157.240.221.63,instagram-p3-shv-01-lhr8.fbcdn.net,"AS32934 Facebook, Inc.",London,United Kingdom,3,192.168.43.168,Unknown,1.956,,,,,,,,,,172.25.83.5,Unknown,96.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london,uk,wifi,4,www.instagram.com,157.240.1.52,Unknown,"AS32934 Facebook, Inc.",London,United Kingdom,10,192.168.0.1,Unknown,4.813,,,,10.30.28.1,Unknown,24.724,,,,213.104.22.45,hari-core-2b-xe-11018-0.network.virginmedia.net,13.518,AS5089 Virgin Media Limited,Harwich,United Kingdom,,,,,,,62.253.174.186,telw-ic-5-ae0-0.network.virginmedia.net,10.742,AS5089 Virgin Media Limited,London,United Kingdom,157.240.73.132,ae27.pr03.lhr3.tfbnw.net,12.194,"AS32934 Facebook, Inc.",Hanoi,Vietnam,157.240.33.12,po131.asw02.lhr6.tfbnw.net,45.043,"AS32934 Facebook, Inc.",Menlo Park,United States,129.134.40.43,Unknown,14.2,"AS32934 Facebook, Inc.",Washington,United States,157.240.38.125,Unknown,12.736,"AS32934 Facebook, Inc.",Menlo Park,United States,157.240.1.52,Unknown,17.775,"AS32934 Facebook, Inc.",London,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london,uk,wifi,4,www.youtube.com,62.252.60.80,cpc3-stme1-3-0-cust80.cdif.cable.ntl.com,AS5089 Virgin Media Limited,London,United Kingdom,5,192.168.8.1,Unknown,1.794,,,,10.86.236.1,Unknown,30.657,,,,62.252.115.193,brnt-core-2b-xe-221-0.network.virginmedia.net,11.986,AS5089 Virgin Media Limited,London,United Kingdom,,,,,,,62.254.84.158,Unknown,15.784,AS5089 Virgin Media Limited,London,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vancouver,canada,wifi,4,www.youtube.com,209.52.189.80,cache.google.com,AS852 TELUS Communications Inc.,Vancouver,Canada,3,192.168.1.254,Unknown,1.405,,,,10.27.162.1,Unknown,2.307,,,,96.1.213.244,Unknown,1.801,,Burnaby,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london,uk,4g,4,www.instagram.com,157.240.1.52,Unknown,"AS32934 Facebook, Inc.",London,United Kingdom,3,172.20.10.1,Unknown,3.916,,,,,,,,,,172.20.197.5,Unknown,45.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london,uk,wifi,4,www.instagram.com,157.240.1.52,Unknown,"AS32934 Facebook, Inc.",London,United Kingdom,10,192.168.0.1,Unknown,4.609,,,,,,,,,,80.2.225.169,bmly-core-2b-xe-223-0.network.virginmedia.net,23.371,AS5089 Virgin Media Limited,Woking,United Kingdom,,,,,,,62.253.174.174,telw-ic-1-ae0-0.network.virginmedia.net,18.983,AS5089 Virgin Media Limited,London,United Kingdom,213.104.85.226,m482-mp2.cvx3-a.ltn.dial.ntli.net,24.369,AS5089 Virgin Media Limited,London,United Kingdom,129.134.45.54,po131.asw02.lhr3.tfbnw.net,16.36,"AS32934 Facebook, Inc.",Washington,United States,129.134.44.235,Unknown,25.723,"AS32934 Facebook, Inc.",Dallas,United States,157.240.38.85,Unknown,15.621,"AS32934 Facebook, Inc.",Menlo Park,United States,157.240.1.52,Unknown,18.38,"AS32934 Facebook, Inc.",London,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lecce,italy,wifi,4,www.youtube.com,74.125.99.170,Unknown,AS15169 Google LLC,Milan,Italy,12,192.168.1.1,Unknown,2.563,,,,192.168.51.10,Unknown,19.163,,,,192.168.51.9,Unknown,20.181,,,,10.177.21.201,Unknown,20.016,,,,,,,,,,,,,,,,,,,,,,185.210.48.3,Unknown,39.017,,Ivrea,Italy,,,,,,,108.170.232.180,Unknown,42.182,AS15169 Google LLC,Mountain View,United States,,,,,,,74.125.99.170,Unknown,40.929,AS15169 Google LLC,Milan,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vancouver,canada,4g,4,www.youtube.com,209.52.189.80,cache.google.com,AS852 TELUS Communications Inc.,Vancouver,Canada,8,192.168.43.61,Unknown,1.665,,,,96.1.138.45,Unknown,39.881,,Burnaby,Canada,10.191.15.240,Unknown,24.444,,,,10.191.15.163,Unknown,52.144,,,,10.191.219.82,Unknown,19.369,,,,10.191.253.132,Unknown,40.131,,,,173.182.212.167,Unknown,17.109,,Burnaby,Canada,173.182.212.156,Unknown,22.602,,Des Moines,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maastricht,netherlands,4g,4,www.youtube.com,74.125.100.10,Unknown,AS15169 Google LLC,Amsterdam,Netherlands,10,192.168.43.1,Unknown,24.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.241.225.42,Unknown,63.703,AS31615 T-mobile Netherlands B.V.,Amsterdam,Netherlands,72.14.196.142,Unknown,24.973,AS15169 Google LLC,Mountain View,United States,108.170.241.193,Unknown,24.092,AS15169 Google LLC,Mountain View,United States,216.239.51.171,Unknown,25.044,AS15169 Google LLC,Mountain View,United States,74.125.100.10,Unknown,23.939,AS15169 Google LLC,Amsterdam,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hemelhempstead,uk,4g,6,www.youtube.com,2a01:4c8:f000:8e08::10,Unknown,AS12576 EE Limited,Hatfield,United Kingdom,10,2a01:4c8:64:c8b5:b843:2b7c:2262:bb24,Unknown,3.992,AS12576 EE Limited,London,United Kingdom,,,,,,,2a01:4c8:f800:837::,Unknown,52.446,AS12576 EE Limited,Hatfield,United Kingdom,2a01:4c8:f800:851::3,Unknown,35.481,AS12576 EE Limited,Hatfield,United Kingdom,2a01:4c8:f800:806::2,Unknown,23.776,AS12576 EE Limited,Hatfield,United Kingdom,,,,,,,2a01:4c8:f800:818::2,Unknown,48.9,AS12576 EE Limited,Hatfield,United Kingdom,2a01:4c8:f800:854::2,Unknown,30.49,AS12576 EE Limited,Hatfield,United Kingdom,2a01:4c8:f800:8060::2,Unknown,51.896,AS12576 EE Limited,Hatfield,United Kingdom,2a01:4c8:f800:80f0::2,Unknown,60.178,AS12576 EE Limited,Hatfield,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gland,switzerland,4g,4,www.youtube.com,90.255.254.176,Unknown,AS5378 Vodafone Limited,London,United Kingdom,8,172.20.10.1,Unknown,52.573,,,,,,,,,,192.168.172.44,Unknown,177.838,,,,192.168.172.60,Unknown,94.314,,,,192.168.172.94,Unknown,93.81,,,,,,,,,,172.20.85.105,Unknown,83.07,,,,63.130.104.202,Unknown,104.944,AS1273 Vodafone Group PLC,London,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brighton,uk,4g,4,www.instagram.com,157.240.1.52,Unknown,"AS32934 Facebook, Inc.",London,United Kingdom,1,192.168.44.1,Unknown,13.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amersfoort,netherlands,4g,4,www.instagram.com,157.240.201.63,instagram-p3-shv-01-ams4.fbcdn.net,"AS32934 Facebook, Inc.",Amsterdam,Netherlands,12,172.20.10.1,Unknown,10.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.241.225.42,Unknown,44.453,AS31615 T-mobile Netherlands B.V.,Amsterdam,Netherlands,80.157.130.241,Unknown,49.754,AS3320 Deutsche Telekom AG,Hamburg,Germany,80.157.205.30,Unknown,56.308,AS3320 Deutsche Telekom AG,Nürnberg,Germany,157.240.57.242,Unknown,38.027,"AS32934 Facebook, Inc.",Menlo Park,United States,129.134.48.83,po213.psw04.ams4.tfbnw.net,37.888,"AS32934 Facebook, Inc.",Menlo Park,United States,173.252.67.181,Unknown,58.05,"AS32934 Facebook, Inc.",Menlo Park,United States,157.240.201.63,instagram-p3-shv-01-ams4.fbcdn.net,35.364,"AS32934 Facebook, Inc.",Amsterdam,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
santiago,chile,wifi,4,www.instagram.com,152.231.110.160,Unknown,AS27986 ENTEL CHILE S.A.,Santiago,Chile,6,10.0.0.1,Unknown,1.326,,,,192.168.100.1,Unknown,2.49,,,,186.67.248.20,Unknown,5.07,AS6471 ENTEL CHILE S.A.,Santiago,Chile,172.31.213.34,Unknown,13.027,,,,172.31.197.174,Unknown,6.197,,,,152.231.110.194,Unknown,5.122,AS27986 ENTEL CHILE S.A.,Santiago,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neworleans,us,4g,4,www.youtube.com,198.70.10.80,Unknown,AS1239 Sprint,Kansas City,United States,6,172.20.10.1,Unknown,2.223,,,,66.1.77.39,Unknown,43.851,AS3651 Sprint,Houston,United States,,,,,,,66.1.79.1,Unknown,47.339,,Atlantic City,United States,144.228.11.45,sl-crs1-hou-be10.sprintlink.net,75.045,AS1239 Sprint,Houston,United States,144.232.23.29,sl-mpe71-hou-be100.sprintlink.net,42.009,AS1239 Sprint,Baltimore,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amersfoort,netherlands,wifi,4,www.instagram.com,157.240.201.63,instagram-p3-shv-01-ams4.fbcdn.net,"AS32934 Facebook, Inc.",Amsterdam,Netherlands,8,192.168.1.1,Unknown,2.104,,,,31.201.2.1,1-2-201-31.ftth.glasoperator.nl,5.36,AS50266 tmobile thuis,Amsterdam,Netherlands,10.10.80.98,Unknown,10.529,,,,80.249.212.175,Unknown,10.774,,Amsterdam,Netherlands,31.13.29.72,po131.asw02.ams2.tfbnw.net,10.155,"AS32934 Facebook, Inc.",Moscow,Russia,129.134.48.53,po226.psw03.ams4.tfbnw.net,10.189,"AS32934 Facebook, Inc.",Menlo Park,United States,157.240.38.175,Unknown,10.302,"AS32934 Facebook, Inc.",Menlo Park,United States,157.240.201.63,instagram-p3-shv-01-ams4.fbcdn.net,10.132,"AS32934 Facebook, Inc.",Amsterdam,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london,uk,4g,4,www.instagram.com,157.240.1.52,Unknown,"AS32934 Facebook, Inc.",London,United Kingdom,16,192.168.43.1,Unknown,1.723,,,,,,,,,,10.142.65.173,Unknown,39.825,,,,10.142.233.242,Unknown,42.721,,,,10.142.234.146,Unknown,27.776,,,,,,,,,,10.142.234.209,Unknown,36.774,,,,10.142.233.233,Unknown,37.994,,,,10.142.68.38,Unknown,219.539,,,,,,,,,,212.43.163.198,tcl3-ic-1-ae0-0.network.virginmedia.net,41.061,,Reading,United Kingdom,213.104.85.238,Unknown,48.504,AS5089 Virgin Media Limited,London,United Kingdom,129.134.44.204,po161.asw01.lhr3.tfbnw.net,68.87,"AS32934 Facebook, Inc.",Dallas,United States,129.134.44.241,Unknown,48.794,"AS32934 Facebook, Inc.",Dallas,United States,173.252.67.61,Unknown,56.875,"AS32934 Facebook, Inc.",Menlo Park,United States,157.240.1.52,Unknown,42.584,"AS32934 Facebook, Inc.",London,United Kingdom,,,,,,,,,,,,,,,,,,
london,uk,4g,4,www.youtube.com,173.194.139.10,Unknown,AS15169 Google LLC,Mountain View,United States,3,172.20.10.1,Unknown,117.672,,,,,,,,,,172.19.70.1,Unknown,35.526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
espoo,finland,4g,6,www.instagram.com,2001:14b8:1800:403:face:b00c:3333:a3f,Unknown,AS16086 DNA Oyj,Virtasalmi,Finland,7,2001:14bb:51:833d:c52e:2439:ae26:46d2,Unknown,9.148,AS16086 DNA Oyj,Turku,Finland,,,,,,,2001:14b8:1040:104::11:0,Unknown,313.168,AS16086 DNA Oyj,Virtasalmi,Finland,2001:14b8:1040:0:3e4e:6400::,Unknown,28.526,AS16086 DNA Oyj,Virtasalmi,Finland,2001:14b8:1040:0:3e4e:6404::,Unknown,32.948,AS16086 DNA Oyj,Virtasalmi,Finland,2001:14b8:1800:402::1,Unknown,31.025,AS16086 DNA Oyj,Virtasalmi,Finland,2001:14b8:1800:402::c,Unknown,377.732,AS16086 DNA Oyj,Virtasalmi,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london,uk,wifi,4,www.youtube.com,62.252.60.80,cpc3-stme1-3-0-cust80.cdif.cable.ntl.com,AS5089 Virgin Media Limited,London,United Kingdom,6,192.168.0.1,Unknown,3.136,,,,,,,,,,62.252.114.5,hari-core-2a-xe-232-0.network.virginmedia.net,21.945,AS5089 Virgin Media Limited,Harwich,United Kingdom,,,,,,,,,,,,,62.254.84.158,Unknown,12.395,AS5089 Virgin Media Limited,London,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
totnes,uk,wifi,4,www.instagram.com,62.24.180.96,host-62-24-180-96.as13285.net,AS13285 TalkTalk Communications Limited,Ashbourne,United Kingdom,4,192.168.1.1,Unknown,1.121,,,,,,,,,,62.24.157.246,host-62-24-157-246.as13285.net,39.581,AS13285 TalkTalk Communications Limited,Newhaven,United Kingdom,62.24.157.247,host-62-24-157-247.as13285.net,18.409,AS13285 TalkTalk Communications Limited,Newhaven,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
valencia,spain,4g,4,www.instagram.com,31.13.83.52,instagram-p3-shv-01-mad1.fbcdn.net,"AS32934 Facebook, Inc.",Madrid,Spain,18,192.168.43.163,Unknown,2.105,,,,,,,,,,10.22.60.105,Unknown,59.014,,,,10.22.60.106,Unknown,23.335,,,,,,,,,,10.25.64.161,Unknown,115.549,,,,10.25.246.185,Unknown,26.971,,,,172.30.84.241,Unknown,30.321,,,,172.30.84.240,Unknown,29.398,,,,,,,,,,,,,,,,,,,,,,81.46.7.78,78.red-81-46-7.customer.static.ccgg.telefonica.net,129.272,AS3352 TELEFONICA DE ESPANA,Madrid,Spain,,,,,,,,,,,,,176.52.253.213,Unknown,60.254,AS12956 TELEFONICA GLOBAL SOLUTIONS SL,Madrid,Spain,157.240.40.227,po103.psw04.mad1.tfbnw.net,31.592,"AS32934 Facebook, Inc.",Washington,United States,31.13.83.52,instagram-p3-shv-01-mad1.fbcdn.net,43.207,"AS32934 Facebook, Inc.",Madrid,Spain,,,,,,
